Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,26,CAMBODIA,25,16.25,M,26
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,44,NEW ZEALAND,37.5,24.38,M,26
SSI,Airlines,Online,Ticket Protector,No,25,SINGAPORE,17.82,4.99,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,25,SINGAPORE,12.87,3.61,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,24,SINGAPORE,4.89,1.37,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,99,SINGAPORE,12.35,3.46,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,31,INDONESIA,22,7.7,F,49
JZI,Airlines,Online,Basic Plan,No,98,CHINA,44,15.4,M,34
JZI,Airlines,Online,Basic Plan,No,39,HONG KONG,26,9.1,F,54
JZI,Airlines,Online,Basic Plan,No,88,HONG KONG,22,7.7,M,47
JZI,Airlines,Online,Basic Plan,No,43,MYANMAR,58,20.3,F,26
JZI,Airlines,Online,Basic Plan,No,5,CHINA,26,9.1,M,30
JZI,Airlines,Online,Basic Plan,No,50,"TAIWAN, PROVINCE OF CHINA",0,14,M,32
JZI,Airlines,Online,Basic Plan,No,47,INDONESIA,42,14.7,F,40
JZI,Airlines,Online,Basic Plan,No,19,INDONESIA,18,6.3,M,35
JZI,Airlines,Online,Basic Plan,No,32,VIET NAM,30,10.5,F,31
JZI,Airlines,Online,Basic Plan,No,10,CHINA,35,12.25,F,48
JZI,Airlines,Online,Basic Plan,No,42,PHILIPPINES,37,12.95,F,38
JZI,Airlines,Online,Basic Plan,No,2,MYANMAR,18,6.3,F,33
JZI,Airlines,Online,Value Plan,No,15,JAPAN,45,15.75,M,44
ART,Airlines,Online,24 Protect,No,4,MALAYSIA,16.93,5.93,M,48
ART,Airlines,Online,24 Protect,No,4,MALAYSIA,16.93,5.93,M,48
ART,Airlines,Online,24 Protect,No,14,THAILAND,72.9,25.52,M,48
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,60,15,F,29
C2B,Airlines,Online,Bronze Plan,No,51,SINGAPORE,72,18,M,40
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,16,4,F,49
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,16,4,F,31
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,21,5.25,F,39
C2B,Airlines,Online,Bronze Plan,No,49,SINGAPORE,60,15,F,28
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,53,13.25,F,51
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,27,6.75,F,40
C2B,Airlines,Online,Bronze Plan,Yes,13,SINGAPORE,27,6.75,F,30
C2B,Airlines,Online,Bronze Plan,No,50,SINGAPORE,60,15,F,27
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,16,4,F,30
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,33.5,8.38,F,31
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,27,6.75,F,29
C2B,Airlines,Online,Bronze Plan,No,46,SINGAPORE,60,15,M,41
C2B,Airlines,Online,Bronze Plan,No,47,SINGAPORE,56.5,14.13,M,32
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,16,4,F,24
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,13.5,3.38,M,31
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16,4,M,29
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,20,5,M,37
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,22.5,5.63,M,28
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,29.5,7.38,F,32
C2B,Airlines,Online,Silver Plan,No,28,SINGAPORE,62,15.5,F,33
C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,56.5,14.13,M,39
C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,45,11.25,M,33
C2B,Airlines,Online,Silver Plan,No,2,SINGAPORE,37,9.25,F,46
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,29.5,7.38,M,28
C2B,Airlines,Online,Gold Plan,No,65,SINGAPORE,33.5,8.38,M,32
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,AUSTRALIA,19.8,11.88,Prefer not to say,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,AUSTRALIA,29.7,17.82,Prefer not to say,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,AUSTRALIA,29.7,17.82,Prefer not to say,45
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,24,AUSTRALIA,0,23.76,Prefer not to say,52
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,MALAYSIA,29.7,17.82,Prefer not to say,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,AUSTRALIA,29.7,17.82,Prefer not to say,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,36,THAILAND,29.7,17.82,Prefer not to say,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,VIET NAM,21,0,Prefer not to say,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,CHINA,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,MYANMAR,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,PORTUGAL,103,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,"TAIWAN, PROVINCE OF CHINA",50,0,Prefer not to say,37
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,47,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,HONG KONG,43,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,THAILAND,42,0,Prefer not to say,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,44,VIET NAM,27,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,67,THAILAND,39,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,"TAIWAN, PROVINCE OF CHINA",66,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Yes,7,MALAYSIA,39,0,Prefer not to say,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,65,ROMANIA,171,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,THAILAND,22,0,Prefer not to say,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,HONG KONG,67,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,HONG KONG,67,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,47,CHINA,28,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,THAILAND,65,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,SINGAPORE,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,MYANMAR,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,33,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,THAILAND,43,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,INDONESIA,10,0,Prefer not to say,53
EPX,Travel Agency,Online,Cancellation Plan,No,2,MYANMAR,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,VIET NAM,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,30,SINGAPORE,46,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,32,VIET NAM,20,0,Prefer not to say,43
EPX,Travel Agency,Online,Cancellation Plan,No,14,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,SINGAPORE,80,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,61,AUSTRALIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,CHINA,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,SINGAPORE,28,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,UNITED STATES,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,CHINA,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,VIET NAM,14,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,INDIA,52,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,65,HONG KONG,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,23,MALAYSIA,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,INDONESIA,10,0,Prefer not to say,53
EPX,Travel Agency,Online,Cancellation Plan,No,23,SINGAPORE,23,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,52,CHINA,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,INDONESIA,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,UNITED STATES,80,0,Prefer not to say,52
EPX,Travel Agency,Online,Cancellation Plan,No,21,INDONESIA,10,0,Prefer not to say,43
EPX,Travel Agency,Online,Cancellation Plan,No,36,PHILIPPINES,0,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,9,MALAYSIA,10,0,Prefer not to say,41
EPX,Travel Agency,Online,Cancellation Plan,No,20,AUSTRALIA,68,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,CHINA,40,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,PHILIPPINES,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,42,JAPAN,59,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,70,HONG KONG,10,0,Prefer not to say,32
EPX,Travel Agency,Online,Cancellation Plan,No,49,SPAIN,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,MALAYSIA,19,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,41,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,21,BANGLADESH,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,92,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,PHILIPPINES,27,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,23,SINGAPORE,20,0,Prefer not to say,40
RAB,Airlines,Online,Value Plan,No,4,BRUNEI DARUSSALAM,15,6,M,30
RAB,Airlines,Online,Value Plan,No,11,BRUNEI DARUSSALAM,15,6,M,30
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,24,CHINA,29,18.85,M,25
SSI,Airlines,Online,Ticket Protector,No,0,SINGAPORE,3.34,0.94,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,23,INDONESIA,18,6.3,F,26
JZI,Airlines,Online,Basic Plan,No,13,MALAYSIA,22,7.7,M,37
JZI,Airlines,Online,Basic Plan,No,78,CHINA,26,9.1,M,42
JZI,Airlines,Online,Basic Plan,No,81,HONG KONG,26,9.1,M,35
JZI,Airlines,Online,Basic Plan,No,31,"KOREA, REPUBLIC OF",26,9.1,F,28
JZI,Airlines,Online,Basic Plan,No,71,PHILIPPINES,52,18.2,F,40
JZI,Airlines,Online,Basic Plan,No,17,PHILIPPINES,22,7.7,M,48
JZI,Airlines,Online,Basic Plan,No,31,CHINA,26,9.1,M,44
JZI,Airlines,Online,Basic Plan,No,11,CHINA,26,9.1,F,44
JZI,Airlines,Online,Basic Plan,No,16,HONG KONG,0,9.1,F,30
JZI,Airlines,Online,Basic Plan,No,9,CHINA,22,7.7,F,46
JZI,Airlines,Online,Basic Plan,No,16,HONG KONG,0,9.1,F,30
JZI,Airlines,Online,Basic Plan,No,10,MALAYSIA,18,6.3,M,28
JZI,Airlines,Online,Value Plan,No,12,JAPAN,45,15.75,F,27
TST,Travel Agency,Offline,Travel Cruise Protect,No,29,THAILAND,30,10.5,M,38
TST,Travel Agency,Offline,Travel Cruise Protect,No,29,THAILAND,30,10.5,M,43
TST,Travel Agency,Offline,Travel Cruise Protect,No,29,THAILAND,30,10.5,M,24
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,MALAYSIA,30,10.5,F,50
TST,Travel Agency,Offline,Travel Cruise Protect,No,8,MALAYSIA,30,10.5,M,24
CCR,Travel Agency,Offline,Comprehensive Plan,No,14,THAILAND,29,9.57,M,30
CCR,Travel Agency,Offline,Comprehensive Plan,No,14,THAILAND,29,9.57,F,29
ART,Airlines,Online,24 Protect,No,12,PHILIPPINES,5.31,1.86,F,48
ART,Airlines,Online,24 Protect,No,13,THAILAND,65.6,22.96,M,48
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,16,4,M,36
C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,16,4,M,44
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16,4,M,31
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,27,6.75,M,29
C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,60,15,F,34
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,27,6.75,F,30
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16,4,M,27
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,17.5,4.38,M,30
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,0,14.13,F,50
C2B,Airlines,Online,Bronze Plan,Yes,10,SINGAPORE,25.2,6.3,F,41
C2B,Airlines,Online,Bronze Plan,Yes,15,SINGAPORE,67,16.75,M,34
C2B,Airlines,Online,Silver Plan,No,4,SINGAPORE,22.5,5.63,F,27
C2B,Airlines,Online,Silver Plan,No,56,SINGAPORE,0,15.5,M,36
C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,29,7.25,M,36
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,39,9.75,F,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,31,CANADA,19.8,11.88,Prefer not to say,49
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,AUSTRALIA,19.8,11.88,Prefer not to say,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,MALAYSIA,19.8,11.88,Prefer not to say,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,THAILAND,29.7,17.82,Prefer not to say,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20,FINLAND,29.7,17.82,Prefer not to say,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,33,THAILAND,39.6,23.76,Prefer not to say,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,29.7,17.82,Prefer not to say,26
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,AUSTRALIA,39.6,23.76,Prefer not to say,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,MALAYSIA,39.6,23.76,Prefer not to say,33
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,AUSTRALIA,39.6,23.76,Prefer not to say,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,41,MALAYSIA,29.7,17.82,Prefer not to say,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,THAILAND,70,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,20,0,Prefer not to say,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,THAILAND,20,0,Prefer not to say,27
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,THAILAND,20,0,Prefer not to say,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,99,CHINA,42,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,2,INDONESIA,23,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,THAILAND,22,0,Prefer not to say,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37,INDONESIA,20,0,Prefer not to say,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,AUSTRALIA,69,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,51,JAPAN,48,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,UNITED KINGDOM,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,35,INDONESIA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,HONG KONG,50,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,INDONESIA,50,0,Prefer not to say,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,CHINA,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,VIET NAM,34,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,30,SRI LANKA,51,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,VIET NAM,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,INDONESIA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MYANMAR,62,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,MYANMAR,60,0,Prefer not to say,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,INDONESIA,20,0,Prefer not to say,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,HONG KONG,46,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,AUSTRALIA,26,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,VIET NAM,28,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,51,INDONESIA,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,INDONESIA,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,28,JAPAN,61,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,34,CHINA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,THAILAND,20,0,Prefer not to say,40
EPX,Travel Agency,Online,Cancellation Plan,No,36,SINGAPORE,42,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,27,UNITED STATES,80,0,Prefer not to say,44
EPX,Travel Agency,Online,Cancellation Plan,No,21,VIET NAM,17,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,MALAYSIA,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,INDONESIA,10,0,Prefer not to say,43
EPX,Travel Agency,Online,Cancellation Plan,No,20,INDONESIA,17,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,38,SINGAPORE,34,0,Prefer not to say,25
EPX,Travel Agency,Online,Cancellation Plan,No,31,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,17,"TAIWAN, PROVINCE OF CHINA",37,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,45,INDONESIA,24,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,101,CHINA,22,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,10,JAPAN,28,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10,0,Prefer not to say,47
EPX,Travel Agency,Online,Cancellation Plan,No,4,GHANA,19,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,49,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,93,MALAYSIA,38,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,MALAYSIA,10,0,Prefer not to say,27
EPX,Travel Agency,Online,Cancellation Plan,No,29,CHINA,57,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,99,CHINA,30,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,22,CHINA,39,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,21,INDONESIA,12,0,Prefer not to say,32
EPX,Travel Agency,Online,Cancellation Plan,No,98,CHINA,42,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,99,TURKEY,65,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,MYANMAR,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,CAMBODIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,14,SINGAPORE,98,0,Prefer not to say,35
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,CAMBODIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,THAILAND,20,0,Prefer not to say,52
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,34,SINGAPORE,0,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,46,THAILAND,20,0,Prefer not to say,28
KML,Travel Agency,Online,Value Plan,No,71,INDONESIA,28,10.64,M,48
RAB,Airlines,Online,Value Plan,No,44,BRUNEI DARUSSALAM,23,9.2,F,38
SSI,Airlines,Online,Ticket Protector,No,14,SINGAPORE,0.88,0.25,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,118,SINGAPORE,4.12,1.16,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,59,SINGAPORE,4.44,1.25,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,8,SINGAPORE,0.92,0.26,Prefer not to say,48
SSI,Airlines,Online,Ticket Protector,No,7,SINGAPORE,0.92,0.26,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,43,PHILIPPINES,22,7.7,M,35
JZI,Airlines,Online,Basic Plan,No,10,PHILIPPINES,18,6.3,F,46
JZI,Airlines,Online,Basic Plan,No,35,CHINA,26,9.1,F,31
JZI,Airlines,Online,Basic Plan,No,48,PHILIPPINES,30,10.5,F,32
JZI,Airlines,Online,Basic Plan,No,60,CHINA,35,12.25,F,48
JZI,Airlines,Online,Basic Plan,No,8,CHINA,26,9.1,M,47
JZI,Airlines,Online,Basic Plan,No,50,PHILIPPINES,33,11.55,F,48
JZI,Airlines,Online,Basic Plan,No,1,INDONESIA,18,6.3,F,38
JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,52,PHILIPPINES,37,12.95,F,32
JZI,Airlines,Online,Basic Plan,No,39,HONG KONG,26,9.1,M,35
JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,22,7.7,M,45
JZI,Airlines,Online,Basic Plan,No,8,HONG KONG,26,9.1,F,30
JZI,Airlines,Online,Value Plan,No,37,JAPAN,58,20.3,M,42
JZI,Airlines,Online,Value Plan,No,8,FRANCE,67,23.45,M,32
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,27,6.75,F,27
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,16,4,F,26
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,21,5.25,F,54
C2B,Airlines,Online,Bronze Plan,No,37,SINGAPORE,45.5,11.38,F,28
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,27,6.75,F,31
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,0,6.75,M,34
C2B,Airlines,Online,Bronze Plan,No,42,SINGAPORE,40,10,M,32
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16,4,F,30
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,31.8,7.95,F,29
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16,4,M,40
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,21,5.25,M,32
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,27,6.75,F,34
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,21,5.25,M,29
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,16,4,F,30
C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,27,6.75,F,31
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,16,4,F,44
C2B,Airlines,Online,Bronze Plan,Yes,19,SINGAPORE,45.5,11.38,F,30
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,29.5,7.38,F,42
C2B,Airlines,Online,Silver Plan,No,44,SINGAPORE,72,18,F,37
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,45,11.25,F,24
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,62,15.5,F,53
C2B,Airlines,Online,Silver Plan,No,25,SINGAPORE,62,15.5,F,37
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,22.5,5.63,F,27
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,62,15.5,M,46
C2B,Airlines,Online,Gold Plan,No,6,SINGAPORE,57.5,14.38,F,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,THAILAND,39.6,23.76,Prefer not to say,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26,UNITED KINGDOM,29.7,17.82,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,THAILAND,0,23.76,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,AUSTRALIA,29.7,17.82,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,18,MALAYSIA,39.6,23.76,Prefer not to say,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,MALAYSIA,39.6,23.76,Prefer not to say,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,39,MALAYSIA,39.6,23.76,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,LUXEMBOURG,39.6,23.76,Prefer not to say,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,INDONESIA,29.7,17.82,Prefer not to say,34
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,THAILAND,0,11.88,Prefer not to say,43
